Entity,Code,Year,CO₂ from gas (tonnes),CO₂ from solid fuel (tonnes),CO₂ from liquid (tonnes),CO₂ from cement (tonnes),CO₂ from flaring (tonnes)
Oceania,,1966,3714040,249046200,283467130,21454820,807473.4
Oceania,,1967,3923230,263439939.99999997,345468110,23858670,888220.74
Oceania,,1968,4246190,282960670,401740220,26288210,982425.97
Oceania,,1969,5215070,305351340,476050380,28354420,1076631.2
Oceania,,1970,10654010,310103990,585379680,31367490,1170836.43
Oceania,,1971,12478000,286579290,642272020,32582259.999999996,1184294.32
Oceania,,1972,14272630,283397400,707278730,36171520,1278499.55
Oceania,,1973,17601320,300191320,751072840,42208670,1480367.9000000001
Oceania,,1974,22482420,320853420,730638280,39716740,1439994.23
Oceania,,1975,26170770,306430320,702093020,35804520,1238125.88
Oceania,,1976,31679440,303351190,735948770,37378950,1453452.1199999999
Oceania,,1977,38531330,306716580,764640830,39529570,1399620.56
Oceania,,1978,51079060,283826790,749285550,45328170,1426536.3399999999
Oceania,,1979,58279600,302808030,775144370,46891590,1318873.22
Oceania,,1980,67535340,347237050,730172190,47020040,1157378.54
Oceania,,1981,71231030,373356440,692422570,45856650,874762.85
Oceania,,1982,76262600,370952590,667653740,43599600,861304.96
Oceania,,1983,80461080,357289180,651201130,43250950,780557.62
Oceania,,1984,101508530,393350600,664123200,42575670,686352.39
Oceania,,1985,114184710,412680490,617734400,39859870,659436.61
Oceania,,1986,117773970,396569190,630869330,39045130,619062.94
Oceania,,1987,119788800,403013710,630351860,39136880,592147.16
Oceania,,1988,124776330,435137220,679680330,42355470,672894.5
Oceania,,1989,132182390,444400300,714743510,43658320,551773.49
Oceania,,1990,144186960,440322930,759216570,46102540,538315.6
Oceania,,1991,148106520,449586010,745388010,48124710,605605.0499999999
Oceania,,1992,152312340,447791380,775672850,47122800,484484.04
Oceania,,1993,156147490,453182610,763738010,47174180,497941.93
Oceania,,1994,164500410,469932490,800966490,49515640,524857.7100000001
Oceania,,1995,169300770,483819770,797182720,48968810,524857.7100000001
Oceania,,1996,177679380,505575530,808229420,50858860,538315.6
Oceania,,1997,184054170,524006270,786624130,49695470,538315.6
Oceania,,1998,187496630,514930359.99999994,764772950,44531780,484484.04
Oceania,,1999,198737840,544429820,773918590,44267540,471026.14999999997
Oceania,,2000,206554940,563913850,775214100,44854740,619062.94
Oceania,,2001,211410350,576626730,740283040,42586680,632520.8300000001
Oceania,,2002,213590330,594873970,754797890,40226870,659436.61
Oceania,,2003,219623810,601560710,762247990,38964390,645978.72
Oceania,,2004,217131880,648911050,749509420,38292780,726726.0599999999
Oceania,,2005,212977440,630329840,751671050,39665360,807473.4
Oceania,,2006,238454580,640598500,722043140,40087410,834389.1799999999
Oceania,,2007,259769940.00000003,656996060,714787550,39059810,888220.74
Oceania,,2008,265583219.99999997,650452450,687846080,36777070,928594.41
Oceania,,2009,260676429.99999997,608320850,640554460,32666670.000000004,861304.96
Oceania,,2010,271246030,639673660,646932920,30560090,888220.74
Oceania,,2011,306129380,607443720,667763840,30626150,861304.96
Oceania,,2012,314955730,617833490,686979960,32332700.000000004,874762.85
Oceania,,2013,321172710,647582510,667011490,33558480,915136.52
World,OWID_WRL,1751,0,11001000,0,0,0
World,OWID_WRL,1752,0,11001000,0,0,0
World,OWID_WRL,1753,0,11001000,0,0,0
World,OWID_WRL,1754,0,11001000,0,0,0
World,OWID_WRL,1755,0,11001000,0,0,0
World,OWID_WRL,1756,0,11001000,0,0,0
World,OWID_WRL,1757,0,11001000,0,0,0
World,OWID_WRL,1758,0,11001000,0,0,0
World,OWID_WRL,1759,0,11001000,0,0,0
World,OWID_WRL,1760,0,11001000,0,0,0
World,OWID_WRL,1761,0,11001000,0,0,0
World,OWID_WRL,1762,0,11001000,0,0,0
World,OWID_WRL,1763,0,11001000,0,0,0
World,OWID_WRL,1764,0,11001000,0,0,0
World,OWID_WRL,1765,0,11001000,0,0,0
World,OWID_WRL,1766,0,11001000,0,0,0
World,OWID_WRL,1767,0,11001000,0,0,0
World,OWID_WRL,1768,0,11001000,0,0,0
World,OWID_WRL,1769,0,11001000,0,0,0
World,OWID_WRL,1770,0,11001000,0,0,0
World,OWID_WRL,1771,0,14668000,0,0,0
World,OWID_WRL,1772,0,14668000,0,0,0
World,OWID_WRL,1773,0,14668000,0,0,0
World,OWID_WRL,1774,0,14668000,0,0,0
World,OWID_WRL,1775,0,14668000,0,0,0
World,OWID_WRL,1776,0,14668000,0,0,0
World,OWID_WRL,1777,0,14668000,0,0,0
World,OWID_WRL,1778,0,14668000,0,0,0
World,OWID_WRL,1779,0,14668000,0,0,0
World,OWID_WRL,1780,0,14668000,0,0,0
World,OWID_WRL,1781,0,18335000,0,0,0
World,OWID_WRL,1782,0,18335000,0,0,0
World,OWID_WRL,1783,0,18335000,0,0,0
World,OWID_WRL,1784,0,18335000,0,0,0
World,OWID_WRL,1785,0,18335000,0,0,0
World,OWID_WRL,1786,0,18335000,0,0,0
World,OWID_WRL,1787,0,18335000,0,0,0
World,OWID_WRL,1788,0,18335000,0,0,0
World,OWID_WRL,1789,0,18335000,0,0,0
World,OWID_WRL,1790,0,18335000,0,0,0
World,OWID_WRL,1791,0,22002000,0,0,0
World,OWID_WRL,1792,0,22002000,0,0,0
World,OWID_WRL,1793,0,22002000,0,0,0
World,OWID_WRL,1794,0,22002000,0,0,0
World,OWID_WRL,1795,0,22002000,0,0,0
World,OWID_WRL,1796,0,22002000,0,0,0
World,OWID_WRL,1797,0,25669000,0,0,0
World,OWID_WRL,1798,0,25669000,0,0,0
World,OWID_WRL,1799,0,25669000,0,0,0
World,OWID_WRL,1800,0,29336000,0,0,0
World,OWID_WRL,1801,0,29336000,0,0,0
World,OWID_WRL,1802,0,36670000,0,0,0
World,OWID_WRL,1803,0,33003000,0,0,0
World,OWID_WRL,1804,0,33003000,0,0,0
World,OWID_WRL,1805,0,33003000,0,0,0
World,OWID_WRL,1806,0,36670000,0,0,0
World,OWID_WRL,1807,0,36670000,0,0,0
World,OWID_WRL,1808,0,36670000,0,0,0
World,OWID_WRL,1809,0,36670000,0,0,0
World,OWID_WRL,1810,0,36670000,0,0,0
World,OWID_WRL,1811,0,40337000,0,0,0
World,OWID_WRL,1812,0,40337000,0,0,0
World,OWID_WRL,1813,0,40337000,0,0,0
World,OWID_WRL,1814,0,40337000,0,0,0
World,OWID_WRL,1815,0,44004000,0,0,0
World,OWID_WRL,1816,0,47671000,0,0,0
World,OWID_WRL,1817,0,51338000,0,0,0
World,OWID_WRL,1818,0,51338000,0,0,0
World,OWID_WRL,1819,0,51338000,0,0,0
World,OWID_WRL,1820,0,51338000,0,0,0
World,OWID_WRL,1821,0,51338000,0,0,0
World,OWID_WRL,1822,0,55005000,0,0,0
World,OWID_WRL,1823,0,58672000,0,0,0
World,OWID_WRL,1824,0,58672000,0,0,0
World,OWID_WRL,1825,0,62339000,0,0,0
World,OWID_WRL,1826,0,62339000,0,0,0
World,OWID_WRL,1827,0,66006000,0,0,0
World,OWID_WRL,1828,0,66006000,0,0,0
World,OWID_WRL,1829,0,66006000,0,0,0
World,OWID_WRL,1830,0,88008000,0,0,0
World,OWID_WRL,1831,0,84341000,0,0,0
World,OWID_WRL,1832,0,84341000,0,0,0
World,OWID_WRL,1833,0,88008000,0,0,0
World,OWID_WRL,1834,0,88008000,0,0,0
World,OWID_WRL,1835,0,91675000,0,0,0
World,OWID_WRL,1836,0,106343000,0,0,0
World,OWID_WRL,1837,0,106343000,0,0,0
World,OWID_WRL,1838,0,110010000,0,0,0
World,OWID_WRL,1839,0,113677000,0,0,0
World,OWID_WRL,1840,0,121011000,0,0,0
World,OWID_WRL,1841,0,124678000,0,0,0
World,OWID_WRL,1842,0,132012000,0,0,0
World,OWID_WRL,1843,0,135679000,0,0,0
World,OWID_WRL,1844,0,143013000,0,0,0
World,OWID_WRL,1845,0,157681000,0,0,0
World,OWID_WRL,1846,0,157681000,0,0,0
World,OWID_WRL,1847,0,168682000,0,0,0
World,OWID_WRL,1848,0,172349000,0,0,0
World,OWID_WRL,1849,0,183350000,0,0,0
World,OWID_WRL,1850,0,198018000,0,0,0
World,OWID_WRL,1851,0,198018000,0,0,0
World,OWID_WRL,1852,0,209019000,0,0,0
World,OWID_WRL,1853,0,216353000,0,0,0
World,OWID_WRL,1854,0,253023000,0,0,0
World,OWID_WRL,1855,0,260357000.00000003,0,0,0
World,OWID_WRL,1856,0,278692000,0,0,0
World,OWID_WRL,1857,0,282359000,0,0,0
World,OWID_WRL,1858,0,286026000,0,0,0
World,OWID_WRL,1859,0,304361000,0,0,0
World,OWID_WRL,1860,0,333697000,0,0,0
World,OWID_WRL,1861,0,348365000,0,0,0
World,OWID_WRL,1862,0,352032000,0,0,0
World,OWID_WRL,1863,0,377701000,0,0,0
World,OWID_WRL,1864,0,410704000,0,0,0
World,OWID_WRL,1865,0,436373000,0,0,0
World,OWID_WRL,1866,0,447374000,0,0,0
World,OWID_WRL,1867,0,476710000,0,0,0
World,OWID_WRL,1868,0,491378000,0,0,0
World,OWID_WRL,1869,0,520714000.00000006,0,0,0
World,OWID_WRL,1870,0,535381999.99999994,3667000,0,0
World,OWID_WRL,1871,0,572052000,3667000,0,0
World,OWID_WRL,1872,0,634391000,3667000,0,0
World,OWID_WRL,1873,0,671061000,3667000,0,0
World,OWID_WRL,1874,0,634391000,3667000,0,0
World,OWID_WRL,1875,0,685729000,3667000,0,0
World,OWID_WRL,1876,0,696730000,3667000,0,0
World,OWID_WRL,1877,0,704064000,7334000,0,0
World,OWID_WRL,1878,0,711398000,7334000,0,0
World,OWID_WRL,1879,0,759069000,11001000,0,0
World,OWID_WRL,1880,0,854411000,11001000,0,0
World,OWID_WRL,1881,0,876413000,14668000,0,0
World,OWID_WRL,1882,0,924084000,14668000,0,0
World,OWID_WRL,1883,0,986423000,11001000,0,0
World,OWID_WRL,1884,0,993757000,14668000,0,0
World,OWID_WRL,1885,3667000,1001091000,14668000,0,0
World,OWID_WRL,1886,7334000,1008425000,18335000,0,0
World,OWID_WRL,1887,11001000,1052429000.0000001,18335000,0,0
World,OWID_WRL,1888,18335000,1162439000,18335000,0,0
World,OWID_WRL,1889,11001000,1166106000,22002000,0,0
World,OWID_WRL,1890,11001000,1265115000,29336000,0,0
World,OWID_WRL,1891,7334000,1320120000,33003000,0,0
World,OWID_WRL,1892,7334000,1331121000,33003000,0,0
World,OWID_WRL,1893,7334000,1312786000,36670000,0,0
World,OWID_WRL,1894,7334000,1364124000,33003000,0,0
World,OWID_WRL,1895,7334000,1441131000,40337000,0,0
World,OWID_WRL,1896,7334000,1485135000,44004000,0,0
World,OWID_WRL,1897,7334000,1558475000,47671000,0,0
World,OWID_WRL,1898,7334000,1646483000,47671000,0,0
World,OWID_WRL,1899,11001000,1800497000,51338000,0,0
World,OWID_WRL,1900,11001000,1888505000,58672000,0,0
World,OWID_WRL,1901,14668000,1947177000,66006000,0,0
World,OWID_WRL,1902,14668000,1991181000,69673000,0,0
World,OWID_WRL,1903,14668000,2174531000,73340000,0,0
World,OWID_WRL,1904,14668000,2189199000,84341000,0,0
World,OWID_WRL,1905,18335000,2332212000,84341000,0,0
World,OWID_WRL,1906,18335000,2493560000,84341000,0,0
World,OWID_WRL,1907,18335000,2750250000,102676000,0,0
World,OWID_WRL,1908,18335000,2618238000,110010000,0,0
World,OWID_WRL,1909,22002000,2739249000,117344000,0,0
World,OWID_WRL,1910,25669000,2852926000,124678000,0,0
World,OWID_WRL,1911,25669000,2904264000,132012000,0,0
World,OWID_WRL,1912,29336000,3058278000,135679000,0,0
World,OWID_WRL,1913,29336000,3281965000,150347000,0,0
World,OWID_WRL,1914,29336000,2933600000,154014000,0,0
World,OWID_WRL,1915,33003000,2874928000,165015000,0,0
World,OWID_WRL,1916,36670000,3087614000,176016000,0,0
World,OWID_WRL,1917,40337000,3267297000,198018000,0,0
World,OWID_WRL,1918,36670000,3201291000,194351000,0,0
World,OWID_WRL,1919,36670000,2695245000,223687000,0,0
World,OWID_WRL,1920,40337000,3091281000,286026000,0,0
World,OWID_WRL,1921,36670000,2599903000,308028000,0,0
World,OWID_WRL,1922,40337000,2713580000,344698000,0,0
World,OWID_WRL,1923,51338000,3098615000,407037000,0,0
World,OWID_WRL,1924,58672000,3065612000,403370000,0,0
World,OWID_WRL,1925,62339000,3087614000,425372000,0,0
World,OWID_WRL,1926,69673000,3102282000,436373000,0,0
World,OWID_WRL,1927,77007000,3318635000,498712000,0,0
World,OWID_WRL,1928,84341000,3263630000,524381000,36670000,0
World,OWID_WRL,1929,102676000,3472649000,586720000,36670000,0
World,OWID_WRL,1930,102676000,3160954000,557384000,36670000,0
World,OWID_WRL,1931,91675000,2783253000,539049000,29336000,0
World,OWID_WRL,1932,88008000,2475225000,517047000,25669000,0
World,OWID_WRL,1933,91675000,2596236000,564718000,25669000,0
World,OWID_WRL,1934,102676000,2841925000,594054000,29336000,0
World,OWID_WRL,1935,110010000,2973937000,645392000,33003000,0
World,OWID_WRL,1936,124678000,3274631000,704064000,40337000,0
World,OWID_WRL,1937,139346000,3450647000,803073000,40337000,0
World,OWID_WRL,1938,135679000,3226960000,784738000,44004000,0
World,OWID_WRL,1939,139346000,3366306000,814074000,47671000,0
World,OWID_WRL,1940,154014000,3729339000,839743000,40337000,0
World,OWID_WRL,1941,154014000,3824681000,865412000,44004000,0
World,OWID_WRL,1942,165015000,3898021000,814074000,40337000,0
World,OWID_WRL,1943,183350000,4004364000,876413000,36670000,0
World,OWID_WRL,1944,198018000,3839349000,1008425000,25669000,0
World,OWID_WRL,1945,216353000,3006940000,1008425000,25669000,0
World,OWID_WRL,1946,223687000,3208625000,1070763999.9999999,36670000,0
World,OWID_WRL,1947,245689000,3637664000,1180774000,44004000,0
World,OWID_WRL,1948,278692000,3722005000,1334788000,51338000,0
World,OWID_WRL,1949,297027000,3520320000,1327454000,58672000,0
World,OWID_WRL,1950,355699000,3923690000,1551141000,66006000,84341000
World,OWID_WRL,1951,421705000,4140042999.9999995,1756493000,73340000,88008000
World,OWID_WRL,1952,454708000,4103372999.9999995,1848168000,80674000,95342000
World,OWID_WRL,1953,480377000,4125375000,1954511000,88008000,99009000
World,OWID_WRL,1954,506046000,4092372000,2042519000,99009000,99009000
World,OWID_WRL,1955,550050000,4429736000,2291875000,110010000,113677000
World,OWID_WRL,1956,590387000,4668091000,2489893000,117344000,117344000
World,OWID_WRL,1957,652726000,4800103000,2618238000,124678000,128345000
World,OWID_WRL,1958,704064000,4899112000,2680577000,132012000,128345000
World,OWID_WRL,1959,755402000,5067794000,2893263000,146680000,132012000
World,OWID_WRL,1960,832409000,5170470000,3113283000,157681000,143013000
World,OWID_WRL,1961,880080000,4946783000,3314968000,165015000,154014000
World,OWID_WRL,1962,964421000,4954117000,3593660000,179683000,161348000
World,OWID_WRL,1963,1048762000,5119132000,3857684000,187017000,172349000
World,OWID_WRL,1964,1158772000,5262145000,4169379000,209019000,187017000
World,OWID_WRL,1965,1235779000,5353820000,4470073000,216353000,201685000
World,OWID_WRL,1966,1334788000,5419826000,4851441000,231021000,220020000
World,OWID_WRL,1967,1437464000,5309816000,5218141000,238355000,242022000
World,OWID_WRL,1968,1554808000,5309816000,5687517000,256690000,267690999.99999997
World,OWID_WRL,1969,1712489000,5449162000,6134891000,271358000,293360000
World,OWID_WRL,1970,1807831000,5705852000,6743613000,286026000,319029000
World,OWID_WRL,1971,1943510000,5716853000,7139649000,308028000,322696000
World,OWID_WRL,1972,2053520000,5779192000,7543019000,326363000,348365000
World,OWID_WRL,1973,2156196000,5797527000,8217746999.999999,348365000,403370000
World,OWID_WRL,1974,2189199000,5790193000,8232415000.000001,352032000,392369000
World,OWID_WRL,1975,2214868000,6134891000,7818044000,348365000,337364000
World,OWID_WRL,1976,2310210000,6270570000,8485438000,377701000,396036000
World,OWID_WRL,1977,2383550000,6439252000,8793466000,396036000,381368000
World,OWID_WRL,1978,2493560000,6527260000,8771464000,425372000,388702000
World,OWID_WRL,1979,2643907000,6875625000,9328848000,436373000,359366000
World,OWID_WRL,1980,2702579000,7095645000,8881474000,440040000,315362000
World,OWID_WRL,1981,2768585000,6996636000,8393763000.000001,443707000,238355000
World,OWID_WRL,1982,2706246000,7245992000,8052732000,443707000,234688000
World,OWID_WRL,1983,2709913000,7249659000,7979392000,458375000,212686000
World,OWID_WRL,1984,2959269000,7605358000,8063733000,469376000,187017000
World,OWID_WRL,1985,3061945000,8126072000,8016062000,480377000,179683000
World,OWID_WRL,1986,3043610000,8349759000,8408431000.000001,502379000,168682000
World,OWID_WRL,1987,3270964000,8577112999.999999,8456102000.000001,524381000,161348000
World,OWID_WRL,1988,3428645000,8753129000,8844804000,557384000,183350000
World,OWID_WRL,1989,3600994000,8903476000,9017153000,572052000,150347000
World,OWID_WRL,1990,3755008000,8742128000,9130830000,575719000,146680000
World,OWID_WRL,1991,3850350000,8478103999.999999,9545201000,590387000,165015000
World,OWID_WRL,1992,3975028000,8518441000.000001,9167500000,612389000,132012000
World,OWID_WRL,1993,4096038999.9999995,8294754000.000001,9215171000,645392000,135679000
World,OWID_WRL,1994,4154711000.0000005,8489105000,9295845000,682062000,143013000
World,OWID_WRL,1995,4224384000,8793466000,9383853000,722399000,143013000
World,OWID_WRL,1996,4400400000,8881474000,9629542000,744401000,146680000
World,OWID_WRL,1997,4382065000,8965815000,9897233000,766403000,146680000
World,OWID_WRL,1998,4492075000,8591781000,10113586000,766403000,132012000
World,OWID_WRL,1999,4613086000,8467102999.999999,10047580000,795739000,128345000
World,OWID_WRL,2000,4712095000,8533109000,10425281000,828742000,168682000
World,OWID_WRL,2001,4811104000,8965815000,10432615000,869079000,172349000
World,OWID_WRL,2002,4932115000,9050156000,10381277000,924084000,179683000
World,OWID_WRL,2003,5097130000,9878898000,10850653000,1012092000,176016000
World,OWID_WRL,2004,5262145000,10648968000,11162348000,1092766000,198018000
World,OWID_WRL,2005,5416159000,11360366000,11254023000,1173440000,220020000
World,OWID_WRL,2006,5610510000,11980089000,11338364000,1305452000,227354000
World,OWID_WRL,2007,5724187000,12401794000,11360366000,1400794000,242022000
World,OWID_WRL,2008,5962542000,12944510000,11459375000,1422796000,253023000
World,OWID_WRL,2009,5793860000,12896839000,11239355000,1521805000,234688000
World,OWID_WRL,2010,6233900000,13916265000,11474043000,1642816000,242022000
World,OWID_WRL,2011,6461254000,14767009000,11580386000,1818832000,234688000
World,OWID_WRL,2012,6552929000,14983362000,11785738000,1906840000,238355000
World,OWID_WRL,2013,6622602000,15148377000,11793072000,2031518000,249356000
