Entity,Code,Year,Oil (terawatt-hours)
Other South & Central America,,1998,679.4282395349903
Other South & Central America,,1999,696.8698079781435
Other South & Central America,,2000,699.2446135491587
Other South & Central America,,2001,728.8066567137334
Other South & Central America,,2002,729.6983499526424
Other South & Central America,,2003,755.4979629580079
Other South & Central America,,2004,773.0938438553352
Other South & Central America,,2005,773.7827516687596
Other South & Central America,,2006,792.352876273728
Other South & Central America,,2007,788.042127435926
Other South & Central America,,2008,761.3433797696036
Other South & Central America,,2009,750.5573790895412
Other South & Central America,,2010,762.3453653467981
Other South & Central America,,2011,778.0548255420957
Other South & Central America,,2012,768.6285175915626
Other South & Central America,,2013,750.2540963405984
Other South & Central America,,2014,751.999901251549
Other South & Central America,,2015,784.879904224768
Other South & Central America,,2016,796.7893122444844
Pakistan,PAK,1965,43.92650999999999
Pakistan,PAK,1966,45.10114
Pakistan,PAK,1967,50.416050000000006
Pakistan,PAK,1968,57.405680000000004
Pakistan,PAK,1969,53.87016
Pakistan,PAK,1970,53.27703000000001
Pakistan,PAK,1971,49.892700000000005
Pakistan,PAK,1972,41.33302
Pakistan,PAK,1973,42.34483
Pakistan,PAK,1974,45.60123
Pakistan,PAK,1975,47.28758
Pakistan,PAK,1976,47.22943
Pakistan,PAK,1977,49.6601
Pakistan,PAK,1978,52.30010999999999
Pakistan,PAK,1979,55.75422
Pakistan,PAK,1980,58.28956000000001
Pakistan,PAK,1981,61.96464000000001
Pakistan,PAK,1982,68.25647
Pakistan,PAK,1983,75.31588
Pakistan,PAK,1984,81.73564000000002
Pakistan,PAK,1985,87.29478
Pakistan,PAK,1986,94.01692000000003
Pakistan,PAK,1987,102.91387
Pakistan,PAK,1988,110.83390000000001
Pakistan,PAK,1989,118.80045000000001
Pakistan,PAK,1990,124.37122
Pakistan,PAK,1991,131.05847
Pakistan,PAK,1992,143.44442000000004
Pakistan,PAK,1993,156.52817000000002
Pakistan,PAK,1994,167.93720000000002
Pakistan,PAK,1995,182.16069
Pakistan,PAK,1996,191.72055
Pakistan,PAK,1997,197.79141000000004
Pakistan,PAK,1998,204.61822000000006
Pakistan,PAK,1999,211.92186000000004
Pakistan,PAK,2000,219.06268000000003
Pakistan,PAK,2001,214.72469000000004
Pakistan,PAK,2002,209.08414000000002
Pakistan,PAK,2003,184.97515
Pakistan,PAK,2004,186.52194000000006
Pakistan,PAK,2005,177.21972357680002
Pakistan,PAK,2006,204.45764903266
Pakistan,PAK,2007,222.60072529167996
Pakistan,PAK,2008,225.81706077904002
Pakistan,PAK,2009,241.31164693052
Pakistan,PAK,2010,238.97312107162
Pakistan,PAK,2011,240.47844157357002
Pakistan,PAK,2012,232.49358773296
Pakistan,PAK,2013,254.81279208301
Pakistan,PAK,2014,263.41294971651
Pakistan,PAK,2015,285.91793122135994
Pakistan,PAK,2016,319.49394283904
Peru,PER,1965,42.104197159
Peru,PER,1966,52.80052098800002
Peru,PER,1967,53.19349403599999
Peru,PER,1968,53.436270286
Peru,PER,1969,52.68010745700001
Peru,PER,1970,55.414353021
Peru,PER,1971,54.649370000000005
Peru,PER,1972,46.55488999999999
Peru,PER,1973,54.21905999999999
Peru,PER,1974,63.93010999999999
Peru,PER,1975,66.93065
Peru,PER,1976,67.88431000000001
Peru,PER,1977,67.93083
Peru,PER,1978,67.40748000000002
Peru,PER,1979,70.10564
Peru,PER,1980,75.76945
Peru,PER,1981,77.28134999999999
Peru,PER,1982,75.96716
Peru,PER,1983,65.72113000000002
Peru,PER,1984,67.90756999999999
Peru,PER,1985,65.56994000000003
Peru,PER,1986,70.58247
Peru,PER,1987,77.89774000000001
Peru,PER,1988,76.14161
Peru,PER,1989,67.50052
Peru,PER,1990,67.53540999999998
Peru,PER,1991,62.45310000000001
Peru,PER,1992,65.26756
Peru,PER,1993,68.41929
Peru,PER,1994,74.36222000000001
Peru,PER,1995,83.88718999999999
Peru,PER,1996,86.45742000000001
Peru,PER,1997,85.44560999999999
Peru,PER,1998,85.93407
Peru,PER,1999,87.70183
Peru,PER,2000,85.74799
Peru,PER,2001,81.10762000000001
Peru,PER,2002,80.50286000000001
Peru,PER,2003,76.00205000000001
Peru,PER,2004,85.0295917886119
Peru,PER,2005,82.90809125838808
Peru,PER,2006,79.75523561782339
Peru,PER,2007,82.66395075318313
Peru,PER,2008,92.97294111547801
Peru,PER,2009,94.94757088505979
Peru,PER,2010,100.17740704658976
Peru,PER,2011,110.03421192545889
Peru,PER,2012,111.58247589437298
Peru,PER,2013,117.94927297222054
Peru,PER,2014,116.39266798276626
Peru,PER,2015,124.21673794624692
Peru,PER,2016,133.07086752328948
Philippines,PHL,1965,48.566880000000005
Philippines,PHL,1966,52.98628
Philippines,PHL,1967,59.836349999999996
Philippines,PHL,1968,68.41929000000002
Philippines,PHL,1969,73.30389000000001
Philippines,PHL,1970,83.53829000000002
Philippines,PHL,1971,96.74996999999999
Philippines,PHL,1972,94.94732
Philippines,PHL,1973,111.61311000000002
Philippines,PHL,1974,104.40251
Philippines,PHL,1975,112.62492000000005
Philippines,PHL,1976,115.76502000000002
Philippines,PHL,1977,126.65070000000001
Philippines,PHL,1978,130.52349
Philippines,PHL,1979,134.78007
Philippines,PHL,1980,126.54602999999999
Philippines,PHL,1981,118.91674999999998
Philippines,PHL,1982,114.45083000000002
Philippines,PHL,1983,119.67270000000002
Philippines,PHL,1984,97.64548000000002
Philippines,PHL,1985,86.58535
Philippines,PHL,1986,91.0629
Philippines,PHL,1987,105.86789
Philippines,PHL,1988,114.06704
Philippines,PHL,1989,127.91837
Philippines,PHL,1990,133.58218000000002
Philippines,PHL,1991,129.38375000000002
Philippines,PHL,1992,159.09840000000003
Philippines,PHL,1993,163.80855000000003
Philippines,PHL,1994,173.24048000000002
Philippines,PHL,1995,195.33748000000006
Philippines,PHL,1996,203.93205000000006
Philippines,PHL,1997,219.13246000000004
Philippines,PHL,1998,221.59802
Philippines,PHL,1999,209.57260000000005
Philippines,PHL,2000,192.77888000000002
Philippines,PHL,2001,191.72055
Philippines,PHL,2002,181.08824176210186
Philippines,PHL,2003,180.1194356786158
Philippines,PHL,2004,185.4095198530544
Philippines,PHL,2005,172.19534075350055
Philippines,PHL,2006,154.51416189460315
Philippines,PHL,2007,160.9597903821957
Philippines,PHL,2008,154.24045948460952
Philippines,PHL,2009,162.2640679564335
Philippines,PHL,2010,169.92505676375944
Philippines,PHL,2011,160.4710918061199
Philippines,PHL,2012,167.14026827369995
Philippines,PHL,2013,173.6634339107767
Philippines,PHL,2014,186.72242328162423
Philippines,PHL,2015,212.9737424157336
Philippines,PHL,2016,231.62196960857293
Poland,POL,1965,62.90667000000001
Poland,POL,1966,65.3606
Poland,POL,1967,70.81507
Poland,POL,1968,88.62060000000001
Poland,POL,1969,97.54081000000001
Poland,POL,1970,103.08832000000001
Poland,POL,1971,109.58948999999998
Poland,POL,1972,123.02214000000001
Poland,POL,1973,136.55946
Poland,POL,1974,144.09570000000002
Poland,POL,1975,156.90033
Poland,POL,1976,173.31026
Poland,POL,1977,185.39383
Poland,POL,1978,198.38454000000002
Poland,POL,1979,202.24570000000003
Poland,POL,1980,199.17538000000002
Poland,POL,1981,186.68476
Poland,POL,1982,176.36895
Poland,POL,1983,182.16069
Poland,POL,1984,186.96388000000005
Poland,POL,1985,190.16213
Poland,POL,1986,196.30276999999998
Poland,POL,1987,198.6404
Poland,POL,1988,203.57152
Poland,POL,1989,201.72235
Poland,POL,1990,184.25409
Poland,POL,1991,173.6359
Poland,POL,1992,158.13311000000002
Poland,POL,1993,163.27357
Poland,POL,1994,172.21704
Poland,POL,1995,173.69405
Poland,POL,1996,203.18152654841978
Poland,POL,1997,211.49917235731263
Poland,POL,1998,241.9778400578414
Poland,POL,1999,253.09435712891624
Poland,POL,2000,232.15207083983137
Poland,POL,2001,226.60398525323612
Poland,POL,2002,230.94038966945476
Poland,POL,2003,235.02054306637214
Poland,POL,2004,250.6697769487578
Poland,POL,2005,260.4022708345013
Poland,POL,2006,271.39768000000015
Poland,POL,2007,281.13199000000003
Poland,POL,2008,294.07618
Poland,POL,2009,293.75054
Poland,POL,2010,310.59078
Poland,POL,2011,309.55571000000003
Poland,POL,2012,298.78633
Poland,POL,2013,276.8986700000001
Poland,POL,2014,277.66625
Poland,POL,2015,290.0754600000001
Poland,POL,2016,316.35926000000006
Portugal,PRT,1965,29.877470000000002
Portugal,PRT,1966,30.5869
Portugal,PRT,1967,33.77352
Portugal,PRT,1968,36.204190000000004
Portugal,PRT,1969,37.9138
Portugal,PRT,1970,52.52430150999999
Portugal,PRT,1971,59.609762710000005
Portugal,PRT,1972,64.81802561000002
Portugal,PRT,1973,71.24454264000002
Portugal,PRT,1974,76.04440646
Portugal,PRT,1975,79.61880554999999
Portugal,PRT,1976,83.50073672999999
Portugal,PRT,1977,82.49102013
Portugal,PRT,1978,85.52800855
Portugal,PRT,1979,91.57470140999999
Portugal,PRT,1980,98.10024789
Portugal,PRT,1981,104.18654090000001
Portugal,PRT,1982,108.83064413
Portugal,PRT,1983,110.05966764000003
Portugal,PRT,1984,109.61892553
Portugal,PRT,1985,105.70759371
Portugal,PRT,1986,112.41388202
Portugal,PRT,1987,108.98797477000004
Portugal,PRT,1988,113.63576471000002
Portugal,PRT,1989,144.09892150999997
Portugal,PRT,1990,135.76208394000002
Portugal,PRT,1991,142.41736307000002
Portugal,PRT,1992,158.76304894999998
Portugal,PRT,1993,149.44682582000002
Portugal,PRT,1994,151.75348513000003
Portugal,PRT,1995,164.69358137
Portugal,PRT,1996,156.49829253
Portugal,PRT,1997,168.48098391
Portugal,PRT,1998,185.24761764000002
Portugal,PRT,1999,191.10931209
Portugal,PRT,2000,186.07719716999998
Portugal,PRT,2001,187.05602449
Portugal,PRT,2002,192.87189674000004
Portugal,PRT,2003,181.81234824
Portugal,PRT,2004,183.97915680000003
Portugal,PRT,2005,190.75964451000002
Portugal,PRT,2006,169.90828729
Portugal,PRT,2007,171.44183072
Portugal,PRT,2008,163.78653441000003
Portugal,PRT,2009,152.93937297
Portugal,PRT,2010,150.63505129
Portugal,PRT,2011,140.82511140000003
Portugal,PRT,2012,128.11327717
Portugal,PRT,2013,131.3599680971
Portugal,PRT,2014,129.63542129564564
Portugal,PRT,2015,133.84009851
Portugal,PRT,2016,129.91646693377987
Qatar,QAT,1965,0.5466100000000002
Qatar,QAT,1966,0.54661
Qatar,QAT,1967,0.8257300000000002
Qatar,QAT,1968,1.0699600000000005
Qatar,QAT,1969,1.2444100000000002
Qatar,QAT,1970,1.08159
Qatar,QAT,1971,1.0350700000000002
Qatar,QAT,1972,1.2327800000000002
Qatar,QAT,1973,1.6049400000000003
Qatar,QAT,1974,2.18644
Qatar,QAT,1975,2.6051200000000008
Qatar,QAT,1976,3.582040000000001
Qatar,QAT,1977,4.768300000000001
Qatar,QAT,1978,4.628740000000001
Qatar,QAT,1979,5.024160000000001
Qatar,QAT,1980,8.05959
Qatar,QAT,1981,8.79228
Qatar,QAT,1982,12.19987
Qatar,QAT,1983,13.362870000000001
Qatar,QAT,1984,15.095740000000001
Qatar,QAT,1985,21.22475
Qatar,QAT,1986,25.027760000000004
Qatar,QAT,1987,26.655960000000004
Qatar,QAT,1988,17.456630000000004
Qatar,QAT,1989,19.27091
Qatar,QAT,1990,19.94545
Qatar,QAT,1991,17.142619999999997
Qatar,QAT,1992,17.852050000000002
Qatar,QAT,1993,18.131170000000004
Qatar,QAT,1994,19.352320000000002
Qatar,QAT,1995,20.294349999999998
Qatar,QAT,1996,21.52713
Qatar,QAT,1997,22.7948
Qatar,QAT,1998,23.387929999999997
Qatar,QAT,1999,22.911100000000005
Qatar,QAT,2000,19.736110000000004
Qatar,QAT,2001,24.06247
Qatar,QAT,2002,31.086990000000004
Qatar,QAT,2003,32.494220000000006
Qatar,QAT,2004,34.59925000000001
Qatar,QAT,2005,41.453448650000006
Qatar,QAT,2006,53.89922477584767
Qatar,QAT,2007,61.015509969067665
Qatar,QAT,2008,72.8034182253274
Qatar,QAT,2009,70.15019895192927
Qatar,QAT,2010,75.34141461256063
Qatar,QAT,2011,92.8546734496535
Qatar,QAT,2012,95.4102322948277
Qatar,QAT,2013,108.3735479772771
Qatar,QAT,2014,113.14772627254489
Qatar,QAT,2015,124.35207233274994
Qatar,QAT,2016,136.1136002359938
Romania,ROU,1965,83.11961
Romania,ROU,1966,86.60861000000001
Romania,ROU,1967,98.02927000000001
Romania,ROU,1968,103.11158000000002
Romania,ROU,1969,115.07885
Romania,ROU,1970,124.60382000000001
Romania,ROU,1971,126.48788
Romania,ROU,1972,135.12897
Romania,ROU,1973,151.95758
Romania,ROU,1974,140.18802000000002
Romania,ROU,1975,158.83091000000002
Romania,ROU,1976,177.17142
Romania,ROU,1977,191.90663000000004
Romania,ROU,1978,214.1083
Romania,ROU,1979,227.92474
Romania,ROU,1980,215.98073000000002
Romania,ROU,1981,193.77906000000004
Romania,ROU,1982,190.4994
Romania,ROU,1983,170.30972000000003
Romania,ROU,1984,162.94793000000004
Romania,ROU,1985,174.81053000000003
Romania,ROU,1986,187.92917
Romania,ROU,1987,206.66510000000005
Romania,ROU,1988,193.62787000000003
Romania,ROU,1989,199.94296000000003
Romania,ROU,1990,217.39959000000007
Romania,ROU,1991,181.03258000000002
Romania,ROU,1992,147.2358
Romania,ROU,1993,140.96723
Romania,ROU,1994,130.79098000000002
Romania,ROU,1995,156.93522000000002
Romania,ROU,1996,150.93414
Romania,ROU,1997,158.85417
Romania,ROU,1998,139.18784000000002
Romania,ROU,1999,110.20588
Romania,ROU,2000,116.05577
Romania,ROU,2001,123.32452000000002
Romania,ROU,2002,123.80135
Romania,ROU,2003,109.61275000000006
Romania,ROU,2004,126.23202
Romania,ROU,2005,122.21967000000001
Romania,ROU,2006,119.91693
Romania,ROU,2007,120.23094
Romania,ROU,2008,120.76592000000001
Romania,ROU,2009,106.83318000000001
Romania,ROU,2010,101.79739000000001
Romania,ROU,2011,106.03071
Romania,ROU,2012,107.05415
Romania,ROU,2013,97.71526
Romania,ROU,2014,104.12339
Romania,ROU,2015,106.49591000000001
Romania,ROU,2016,110.39153645768933
Russia,RUS,1985,2876.774704344224
Russia,RUS,1986,2911.9669816040414
Russia,RUS,1987,2936.5374521652543
Russia,RUS,1988,2914.0395087924308
Russia,RUS,1989,2969.0208390793564
Russia,RUS,1990,2927.6643687449437
Russia,RUS,1991,2853.390650045573
Russia,RUS,1992,2733.0151100000007
Russia,RUS,1993,2282.13164
Russia,RUS,1994,2010.7145766279002
Russia,RUS,1995,1751.4593637391001
Russia,RUS,1996,1506.7757880404001
Russia,RUS,1997,1492.7717339271
Russia,RUS,1998,1431.7278762892602
Russia,RUS,1999,1461.7051421446301
Russia,RUS,2000,1433.2977317128755
Russia,RUS,2001,1478.0637607232018
Russia,RUS,2002,1419.6432805000002
Russia,RUS,2003,1470.8236785811496
Russia,RUS,2004,1450.22611
Russia,RUS,2005,1453.9709699999999
Russia,RUS,2006,1516.4240700000005
Russia,RUS,2007,1511.5278400000002
Russia,RUS,2008,1554.0936400000003
Russia,RUS,2009,1490.7273523999995
Russia,RUS,2010,1550.0711486399998
Russia,RUS,2011,1654.0096003105805
Russia,RUS,2012,1682.1143197423526
Russia,RUS,2013,1678.534466864991
Russia,RUS,2014,1770.9159761662424
Russia,RUS,2015,1676.7679024044958
Russia,RUS,2016,1721.073481182394
Saudi Arabia,SAU,1965,227.68051
Saudi Arabia,SAU,1966,229.63435000000004
Saudi Arabia,SAU,1967,231.58819000000005
Saudi Arabia,SAU,1968,233.56529000000003
Saudi Arabia,SAU,1969,235.56565
Saudi Arabia,SAU,1970,244.69716695562772
Saudi Arabia,SAU,1971,247.50527056611503
Saudi Arabia,SAU,1972,264.4952694069758
Saudi Arabia,SAU,1973,280.5259604430877
Saudi Arabia,SAU,1974,294.11507405357503
Saudi Arabia,SAU,1975,224.22455989468315
Saudi Arabia,SAU,1976,261.36774600940004
Saudi Arabia,SAU,1977,302.72537095669566
Saudi Arabia,SAU,1978,327.0688669366587
Saudi Arabia,SAU,1979,395.5586670763408
Saudi Arabia,SAU,1980,322.43543103995637
Saudi Arabia,SAU,1981,388.1235596817466
Saudi Arabia,SAU,1982,432.16491139545326
Saudi Arabia,SAU,1983,479.4993765926694
Saudi Arabia,SAU,1984,534.6622126426089
Saudi Arabia,SAU,1985,543.7688803227642
Saudi Arabia,SAU,1986,534.7224604165744
Saudi Arabia,SAU,1987,567.1631626274533
Saudi Arabia,SAU,1988,582.2896412529246
Saudi Arabia,SAU,1989,559.6789270752329
Saudi Arabia,SAU,1990,595.5643791632567
Saudi Arabia,SAU,1991,622.5968898340443
Saudi Arabia,SAU,1992,602.569247680375
Saudi Arabia,SAU,1993,606.189715306039
Saudi Arabia,SAU,1994,732.3173220727856
Saudi Arabia,SAU,1995,700.3923936841492
Saudi Arabia,SAU,1996,722.8196794961432
Saudi Arabia,SAU,1997,735.283017114902
Saudi Arabia,SAU,1998,783.6838099127881
Saudi Arabia,SAU,1999,812.3898080863112
Saudi Arabia,SAU,2000,838.2452605322159
Saudi Arabia,SAU,2001,882.8193943519786
Saudi Arabia,SAU,2002,909.8793525976258
Saudi Arabia,SAU,2003,964.2004083421625
Saudi Arabia,SAU,2004,1041.670581605927
Saudi Arabia,SAU,2005,1095.7957407298293
Saudi Arabia,SAU,2006,1144.0784379783818
Saudi Arabia,SAU,2007,1214.1238649364602
Saudi Arabia,SAU,2008,1330.3806663240346
Saudi Arabia,SAU,2009,1464.3566868554972
Saudi Arabia,SAU,2010,1594.4474687038478
Saudi Arabia,SAU,2011,1617.9968645470717
Saudi Arabia,SAU,2012,1700.3618262887114
Saudi Arabia,SAU,2013,1713.241064728588
Saudi Arabia,SAU,2014,1858.2939433727051
Saudi Arabia,SAU,2015,1938.0354692018316
Saudi Arabia,SAU,2016,1953.0834524178406
Singapore,SGP,1965,47.78611977037901
Singapore,SGP,1966,54.62634864675255
Singapore,SGP,1967,65.79574030142372
Singapore,SGP,1968,81.82070879884877
Singapore,SGP,1969,80.45688785381327
Singapore,SGP,1970,87.3045598766845
Singapore,SGP,1971,75.73456000000002
Singapore,SGP,1972,94.98221000000001
Singapore,SGP,1973,89.27188000000001
Singapore,SGP,1974,87.92280000000001
Singapore,SGP,1975,85.89918000000002
Singapore,SGP,1976,102.12303
Singapore,SGP,1977,102.47193000000003
Singapore,SGP,1978,105.23987000000002
Singapore,SGP,1979,112.20624000000001
Singapore,SGP,1980,111.36888000000002
Singapore,SGP,1981,128.26727000000005
Singapore,SGP,1982,124.72012
Singapore,SGP,1983,132.09354
Singapore,SGP,1984,138.71101000000002
Singapore,SGP,1985,141.1882
Singapore,SGP,1986,163.88996000000003
Singapore,SGP,1987,171.93792
Singapore,SGP,1988,199.16375000000002
Singapore,SGP,1989,227.40139000000002
Singapore,SGP,1990,271.23951200000005
Singapore,SGP,1991,276.133416
Singapore,SGP,1992,286.23407100000003
Singapore,SGP,1993,309.782495
Singapore,SGP,1994,356.422284
Singapore,SGP,1995,371.88553200000007
Singapore,SGP,1996,375.310567
Singapore,SGP,1997,395.02690600000005
Singapore,SGP,1998,399.694025
Singapore,SGP,1999,395.363013
Singapore,SGP,2000,421.4153759999999
Singapore,SGP,2001,452.791953
Singapore,SGP,2002,440.510673
Singapore,SGP,2003,409.396934
Singapore,SGP,2004,453.989843
Singapore,SGP,2005,481.46571800000004
Singapore,SGP,2006,517.432321056
Singapore,SGP,2007,561.5464322600003
Singapore,SGP,2008,597.5847891830812
Singapore,SGP,2009,645.0618471975235
Singapore,SGP,2010,708.8335838945543
Singapore,SGP,2011,740.7772413275864
Singapore,SGP,2012,736.9655369000001
Singapore,SGP,2013,746.0828754
Singapore,SGP,2014,765.0167480000001
Singapore,SGP,2015,807.1997982388889
Singapore,SGP,2016,839.4739800412549
Slovakia,SVK,1965,26.72574
Slovakia,SVK,1966,29.52857
Slovakia,SVK,1967,32.85475000000001
Slovakia,SVK,1968,36.23908
Slovakia,SVK,1969,38.902350000000006
Slovakia,SVK,1970,46.68282000000001
Slovakia,SVK,1971,51.38134000000001
Slovakia,SVK,1972,56.27757000000001
Slovakia,SVK,1973,63.31372
Slovakia,SVK,1974,64.97681
Slovakia,SVK,1975,71.68732
Slovakia,SVK,1976,75.78108000000002
Slovakia,SVK,1977,79.23519000000002
Slovakia,SVK,1978,81.96824000000001
Slovakia,SVK,1979,83.30569000000001
Slovakia,SVK,1980,77.54884000000001
Slovakia,SVK,1981,76.42073
Slovakia,SVK,1982,69.71022
Slovakia,SVK,1983,68.23321000000001
Slovakia,SVK,1984,72.32697
Slovakia,SVK,1985,71.8734
Slovakia,SVK,1986,69.39621000000001
Slovakia,SVK,1987,68.24484000000001
Slovakia,SVK,1988,66.60501000000001
Slovakia,SVK,1989,65.91884
Slovakia,SVK,1990,57.754580000000004
Slovakia,SVK,1991,50.62539
Slovakia,SVK,1992,45.589600000000004
Slovakia,SVK,1993,37.72772
Slovakia,SVK,1994,38.937239999999996
Slovakia,SVK,1995,37.692829999999994
Slovakia,SVK,1996,39.530370000000005
Slovakia,SVK,1997,39.46059
Slovakia,SVK,1998,44.01955
Slovakia,SVK,1999,39.902530000000006
Slovakia,SVK,2000,39.658300000000004
Slovakia,SVK,2001,37.07644
Slovakia,SVK,2002,41.15857000000001
Slovakia,SVK,2003,38.751160000000006
Slovakia,SVK,2004,37.02992
Slovakia,SVK,2005,44.508010000000006
Slovakia,SVK,2006,39.879270000000005
Slovakia,SVK,2007,42.25179
Slovakia,SVK,2008,45.79894
Slovakia,SVK,2009,43.39153
Slovakia,SVK,2010,45.55470999999999
Slovakia,SVK,2011,45.2407
Slovakia,SVK,2012,41.80985
Slovakia,SVK,2013,41.97267
Slovakia,SVK,2014,39.56526
Slovakia,SVK,2015,42.71699
Slovakia,SVK,2016,46.52000000000001
South & Central America,,1965,943.9466611550303
South & Central America,,1966,999.3282211084535
South & Central America,,1967,1031.6803535093045
South & Central America,,1968,1104.2193036155845
South & Central America,,1969,1156.5653594985613
South & Central America,,1970,1202.5179311994682
South & Central America,,1971,1360.4241469843284
South & Central America,,1972,1463.594284225792
South & Central America,,1973,1597.9641768930662
South & Central America,,1974,1641.9470155053498
South & Central America,,1975,1631.4594556119846
South & Central America,,1976,1711.9372425887793
South & Central America,,1977,1783.2946557026182
South & Central America,,1978,1872.5980972633108
South & Central America,,1979,1966.1075543052207
South & Central America,,1980,2036.9772326122036
South & Central America,,1981,2011.2534350786057
South & Central America,,1982,1955.6382031932555
South & Central America,,1983,1895.4131387964494
South & Central America,,1984,1888.736517313872
South & Central America,,1985,1865.3329771476244
South & Central America,,1986,2001.9180617186514
South & Central America,,1987,2055.2123947031146
South & Central America,,1988,2079.373753392496
South & Central America,,1989,2096.7178115126994
South & Central America,,1990,2069.8671576757074
South & Central America,,1991,2084.0421584398805
South & Central America,,1992,2219.340591729223
South & Central America,,1993,2250.88511951768
South & Central America,,1994,2382.5600656041593
South & Central America,,1995,2458.9366917595207
South & Central America,,1996,2513.639033454808
South & Central America,,1997,2651.8959612496296
South & Central America,,1998,2760.9260842990707
South & Central America,,1999,2781.5135180398825
South & Central America,,2000,2755.0226753126117
South & Central America,,2001,2810.3197106302423
South & Central America,,2002,2809.364038820091
South & Central America,,2003,2756.1001214446587
South & Central America,,2004,2871.690763353186
South & Central America,,2005,2960.57527517845
South & Central America,,2006,3061.4566839243107
South & Central America,,2007,3203.289572803304
South & Central America,,2008,3368.058371053135
South & Central America,,2009,3350.472075221281
South & Central America,,2010,3531.012142067893
South & Central America,,2011,3651.8969397435194
South & Central America,,2012,3733.5466031313686
South & Central America,,2013,3860.7052183045357
South & Central America,,2014,3914.018401653711
South & Central America,,2015,3889.5254544396253
South & Central America,,2016,3794.2722292926064
South Africa,ZAF,1965,65.19778000000001
South Africa,ZAF,1966,70.86159000000002
South Africa,ZAF,1967,77.02549
South Africa,ZAF,1968,83.74763
South Africa,ZAF,1969,92.09797
South Africa,ZAF,1970,99.80866000000002
South Africa,ZAF,1971,109.18244000000003
South Africa,ZAF,1972,119.09119999999999
South Africa,ZAF,1973,131.45389
South Africa,ZAF,1974,128.05793000000003
South Africa,ZAF,1975,135.88492
South Africa,ZAF,1976,137.36193000000003
South Africa,ZAF,1977,136.03611
South Africa,ZAF,1978,142.89781000000002
South Africa,ZAF,1979,135.48950000000002
South Africa,ZAF,1980,139.36229
South Africa,ZAF,1981,150.94577
South Africa,ZAF,1982,152.87635
South Africa,ZAF,1983,154.31847000000002
South Africa,ZAF,1984,168.03024000000005
South Africa,ZAF,1985,164.16908
South Africa,ZAF,1986,158.43549000000002
South Africa,ZAF,1987,167.48362999999998
South Africa,ZAF,1988,184.61630618067997
South Africa,ZAF,1989,191.29641200271737
South Africa,ZAF,1990,192.97743083047493
South Africa,ZAF,1991,194.47511114172872
South Africa,ZAF,1992,200.9188340067533
South Africa,ZAF,1993,209.37907062037976
South Africa,ZAF,1994,218.4484037297781
South Africa,ZAF,1995,233.00103999731454
South Africa,ZAF,1996,240.38385035885634
South Africa,ZAF,1997,244.2410967515314
South Africa,ZAF,1998,247.89837812266754
South Africa,ZAF,1999,251.39115692105247
South Africa,ZAF,2000,255.75263966644258
South Africa,ZAF,2001,261.2849648051579
South Africa,ZAF,2002,268.08504757261323
South Africa,ZAF,2003,277.7589268702756
South Africa,ZAF,2004,288.07315987930656
South Africa,ZAF,2005,288.74622387914087
South Africa,ZAF,2006,293.72339142308823
South Africa,ZAF,2007,299.6851670126948
South Africa,ZAF,2008,284.0927817320039
South Africa,ZAF,2009,280.7173107748991
South Africa,ZAF,2010,297.9487863363879
South Africa,ZAF,2011,299.33793997997014
South Africa,ZAF,2012,308.44222736054957
South Africa,ZAF,2013,317.0682284451565
South Africa,ZAF,2014,314.2610794619524
South Africa,ZAF,2015,324.10363463797205
South Africa,ZAF,2016,313.31818153646543
South Korea,KOR,1965,14.967810000000002
South Korea,KOR,1966,22.41101
South Korea,KOR,1967,38.86746
South Korea,KOR,1968,57.475460000000005
South Korea,KOR,1969,78.02567
South Korea,KOR,1970,97.45939999999999
South Korea,KOR,1971,110.03143000000001
South Korea,KOR,1972,114.85788
South Korea,KOR,1973,141.39754000000002
South Korea,KOR,1974,145.9565
South Korea,KOR,1975,165.07622000000003
South Korea,KOR,1976,185.48687000000004
South Korea,KOR,1977,220.78392000000002
South Korea,KOR,1978,252.04536
South Korea,KOR,1979,283.38821
South Korea,KOR,1980,280.5504900000001
South Korea,KOR,1981,277.63136000000003
South Korea,KOR,1982,275.43329
South Korea,KOR,1983,287.38893
South Korea,KOR,1984,288.0751
South Korea,KOR,1985,303.32203000000004
South Korea,KOR,1986,329.7337600000001
South Korea,KOR,1987,346.20184
South Korea,KOR,1988,414.53972
South Korea,KOR,1989,476.3531700000001
South Korea,KOR,1990,575.9990100000001
South Korea,KOR,1991,696.5207
South Korea,KOR,1992,840.9653000000001
South Korea,KOR,1993,922.3404100000001
South Korea,KOR,1994,1011.77511
South Korea,KOR,1995,1103.0473500000003
South Korea,KOR,1996,1179.6890500000002
South Korea,KOR,1997,1295.02376
South Korea,KOR,1998,1092.1733
South Korea,KOR,1999,1171.1758900000002
South Korea,KOR,2000,1206.77532
South Korea,KOR,2001,1203.90271
South Korea,KOR,2002,1225.08094
South Korea,KOR,2003,1237.0831000000003
South Korea,KOR,2004,1217.3764135899658
South Korea,KOR,2005,1218.1560666227613
South Korea,KOR,2006,1217.7407846857957
South Korea,KOR,2007,1251.9663324842138
South Korea,KOR,2008,1199.0166992139332
South Korea,KOR,2009,1206.5544174330444
South Korea,KOR,2010,1220.6570439227562
South Korea,KOR,2011,1230.340881336567
South Korea,KOR,2012,1265.0271284072799
South Korea,KOR,2013,1259.4622117612291
South Korea,KOR,2014,1255.2945833069002
