Entity,Code,Year,Oil (terawatt-hours)
South Korea,KOR,2015,1323.241192818574
South Korea,KOR,2016,1420.6040361140258
Spain,ESP,1965,165.25067000000004
Spain,ESP,1966,195.39563000000004
Spain,ESP,1967,236.5542
Spain,ESP,1968,251.27778000000004
Spain,ESP,1969,286.098
Spain,ESP,1970,326.40758000000005
Spain,ESP,1971,359.3437400000001
Spain,ESP,1972,378.4402
Spain,ESP,1973,455.1749400000001
Spain,ESP,1974,477.7720300000001
Spain,ESP,1975,496.04276000000004
Spain,ESP,1976,562.2639800000001
Spain,ESP,1977,529.25804
Spain,ESP,1978,539.5622200000001
Spain,ESP,1979,571.56798
Spain,ESP,1980,606.5393899999999
Spain,ESP,1981,585.6635400000001
Spain,ESP,1982,555.4488000000001
Spain,ESP,1983,555.6232500000001
Spain,ESP,1984,520.7797700000001
Spain,ESP,1985,498.6944000000001
Spain,ESP,1986,496.86849
Spain,ESP,1987,520.17501
Spain,ESP,1988,532.39814
Spain,ESP,1989,559.44952
Spain,ESP,1990,537.4455600000001
Spain,ESP,1991,546.31925
Spain,ESP,1992,619.1346799999999
Spain,ESP,1993,586.95447
Spain,ESP,1994,608.0861800000001
Spain,ESP,1995,668.36447
Spain,ESP,1996,687.0599295864041
Spain,ESP,1997,716.00934946512
Spain,ESP,1998,775.5412543958
Spain,ESP,1999,802.097613228142
Spain,ESP,2000,812.9168478371007
Spain,ESP,2001,849.2654515839902
Spain,ESP,2002,856.8652091671905
Spain,ESP,2003,885.6507664160578
Spain,ESP,2004,912.9386336758713
Spain,ESP,2005,922.0594244520528
Spain,ESP,2006,922.4233960070023
Spain,ESP,2007,934.3890262676002
Spain,ESP,2008,906.9664557444003
Spain,ESP,2009,855.3531262031005
Spain,ESP,2010,838.5202406661999
Spain,ESP,2011,800.3432055017004
Spain,ESP,2012,752.7994698671001
Spain,ESP,2013,689.4253401581
Spain,ESP,2014,685.6950005353913
Spain,ESP,2015,711.7560265164
Spain,ESP,2016,726.6395844441437
Sweden,SWE,1965,220.37687
Sweden,SWE,1966,249.84729
Sweden,SWE,1967,244.49749
Sweden,SWE,1968,276.30554000000006
Sweden,SWE,1969,311.73052
Sweden,SWE,1970,340.29380000000003
Sweden,SWE,1971,319.41795
Sweden,SWE,1972,329.26856000000004
Sweden,SWE,1973,339.77045
Sweden,SWE,1974,306.24116000000004
Sweden,SWE,1975,304.99675
Sweden,SWE,1976,337.72357000000005
Sweden,SWE,1977,326.2098700000001
Sweden,SWE,1978,309.37456948314605
Sweden,SWE,1979,324.160376516854
Sweden,SWE,1980,288.1970503505618
Sweden,SWE,1981,260.3312841741573
Sweden,SWE,1982,244.2304900280899
Sweden,SWE,1983,216.02165714606744
Sweden,SWE,1984,206.8267282516854
Sweden,SWE,1985,222.74726654494387
Sweden,SWE,1986,229.3286900786517
Sweden,SWE,1987,210.15574649438204
Sweden,SWE,1988,201.30620246516852
Sweden,SWE,1989,201.7370900449439
Sweden,SWE,1990,202.40627240449442
Sweden,SWE,1991,190.954133
Sweden,SWE,1992,202.28893223820225
Sweden,SWE,1993,197.17076002247194
Sweden,SWE,1994,208.88259471348314
Sweden,SWE,1995,198.69447296629212
Sweden,SWE,1996,214.72913030786515
Sweden,SWE,1997,198.60320360112362
Sweden,SWE,1998,199.85679999438202
Sweden,SWE,1999,198.92256470786523
Sweden,SWE,2000,184.89374
Sweden,SWE,2001,186.10326000000003
Sweden,SWE,2002,191.62751000000003
Sweden,SWE,2003,206.09523000000002
Sweden,SWE,2004,203.72271000000003
Sweden,SWE,2005,199.58243
Sweden,SWE,2006,200.64076000000009
Sweden,SWE,2007,196.23298999999997
Sweden,SWE,2008,193.88373
Sweden,SWE,2009,179.95099
Sweden,SWE,2010,188.1111804258767
Sweden,SWE,2011,172.56909065516984
Sweden,SWE,2012,170.15853
Sweden,SWE,2013,166.99517000000003
Sweden,SWE,2014,168.23958000000002
Sweden,SWE,2015,164.30578933048756
Sweden,SWE,2016,170.87688522633007
Switzerland,CHE,1965,93.47031
Switzerland,CHE,1966,99.44813
Switzerland,CHE,1967,107.72869
Switzerland,CHE,1968,119.5564
Switzerland,CHE,1969,129.87221000000002
Switzerland,CHE,1970,145.64249
Switzerland,CHE,1971,154.45803
Switzerland,CHE,1972,158.30756000000002
Switzerland,CHE,1973,170.37950000000004
Switzerland,CHE,1974,151.55053
Switzerland,CHE,1975,145.50293
Switzerland,CHE,1976,151.10859000000002
Switzerland,CHE,1977,151.84128
Switzerland,CHE,1978,156.08623
Switzerland,CHE,1979,149.73625
Switzerland,CHE,1980,149.39898000000002
Switzerland,CHE,1981,137.98995
Switzerland,CHE,1982,130.36067000000003
Switzerland,CHE,1983,142.60706000000002
Switzerland,CHE,1984,137.51312000000001
Switzerland,CHE,1985,139.80423000000002
Switzerland,CHE,1986,153.26013999999998
Switzerland,CHE,1987,144.16548
Switzerland,CHE,1988,144.56090000000003
Switzerland,CHE,1989,138.66449
Switzerland,CHE,1990,148.36391
Switzerland,CHE,1991,150.87599000000003
Switzerland,CHE,1992,152.82983000000004
Switzerland,CHE,1993,143.18856
Switzerland,CHE,1994,148.07316000000003
Switzerland,CHE,1995,137.19911000000005
Switzerland,CHE,1996,142.06045
Switzerland,CHE,1997,149.28268000000003
Switzerland,CHE,1998,151.22489000000002
Switzerland,CHE,1999,146.56126
Switzerland,CHE,2000,141.99067000000005
Switzerland,CHE,2001,152.10877000000002
Switzerland,CHE,2002,144.16548000000003
Switzerland,CHE,2003,140.28106
Switzerland,CHE,2004,139.74608
Switzerland,CHE,2005,142.34316543776
Switzerland,CHE,2006,145.9713136595835
Switzerland,CHE,2007,131.53673690976
Switzerland,CHE,2008,140.279206481543
Switzerland,CHE,2009,142.52903433
Switzerland,CHE,2010,132.36369327000003
Switzerland,CHE,2011,128.3749610686945
Switzerland,CHE,2012,130.79167878855
Switzerland,CHE,2013,136.98792082999998
Switzerland,CHE,2014,122.98908754000001
Switzerland,CHE,2015,124.83195408
Switzerland,CHE,2016,118.3679349668153
Taiwan,TWN,1965,25.167319999999997
Taiwan,TWN,1966,29.81932
Taiwan,TWN,1967,35.471500000000006
Taiwan,TWN,1968,42.36809
Taiwan,TWN,1969,50.81147
Taiwan,TWN,1970,61.10402
Taiwan,TWN,1971,85.66658
Taiwan,TWN,1972,92.99348000000002
Taiwan,TWN,1973,118.59111000000001
Taiwan,TWN,1974,106.46102
Taiwan,TWN,1975,123.39429999999999
Taiwan,TWN,1976,159.0984
Taiwan,TWN,1977,175.63626000000005
Taiwan,TWN,1978,205.93241000000003
Taiwan,TWN,1979,206.36272000000002
Taiwan,TWN,1980,214.28275000000002
Taiwan,TWN,1981,187.81287000000003
Taiwan,TWN,1982,180.12544
Taiwan,TWN,1983,184.25409000000002
Taiwan,TWN,1984,178.68332
Taiwan,TWN,1985,217.98704305794354
Taiwan,TWN,1986,241.03084798314177
Taiwan,TWN,1987,250.4708844949953
Taiwan,TWN,1988,287.75815220122786
Taiwan,TWN,1989,320.44699418723667
Taiwan,TWN,1990,331.3822786608357
Taiwan,TWN,1991,343.83707588153806
Taiwan,TWN,1992,352.9517591978771
Taiwan,TWN,1993,378.30755783088466
Taiwan,TWN,1994,398.9525700887549
Taiwan,TWN,1995,431.2479416259759
Taiwan,TWN,1996,432.52230133176965
Taiwan,TWN,1997,449.7467121534997
Taiwan,TWN,1998,464.7789034862849
Taiwan,TWN,1999,500.3782977107843
Taiwan,TWN,2000,515.1242469027226
Taiwan,TWN,2001,528.3249318131922
Taiwan,TWN,2002,530.0363186481328
Taiwan,TWN,2003,551.4005593373577
Taiwan,TWN,2004,576.9397010637302
Taiwan,TWN,2005,572.4475671131049
Taiwan,TWN,2006,570.9718679406462
Taiwan,TWN,2007,594.8454226486595
Taiwan,TWN,2008,533.2406116976008
Taiwan,TWN,2009,536.0485003465136
Taiwan,TWN,2010,549.1576614839428
Taiwan,TWN,2011,518.0047156374509
Taiwan,TWN,2012,518.6105261647438
Taiwan,TWN,2013,524.4448353152483
Taiwan,TWN,2014,536.3846683178606
Taiwan,TWN,2015,540.5391212393516
Taiwan,TWN,2016,542.7725404546721
Thailand,THA,1965,26.748999999999995
Thailand,THA,1966,31.621970000000005
Thailand,THA,1967,35.15749
Thailand,THA,1968,46.438590000000005
Thailand,THA,1969,50.3579
Thailand,THA,1970,58.76639
Thailand,THA,1971,65.43038000000001
Thailand,THA,1972,82.3404
Thailand,THA,1973,87.21337
Thailand,THA,1974,89.02765000000001
Thailand,THA,1975,95.9475
Thailand,THA,1976,101.14611000000002
Thailand,THA,1977,113.72977000000003
Thailand,THA,1978,127.68577000000002
Thailand,THA,1979,129.10463000000001
Thailand,THA,1980,134.69866000000005
Thailand,THA,1981,128.41846
Thailand,THA,1982,116.26511
Thailand,THA,1983,130.20947999999999
Thailand,THA,1984,135.46624
Thailand,THA,1985,128.19749
Thailand,THA,1986,133.70410748805742
Thailand,THA,1987,146.20693378500775
Thailand,THA,1988,165.31079890195926
Thailand,THA,1989,194.3330548649871
Thailand,THA,1990,233.24002706465984
Thailand,THA,1991,249.5550697938085
Thailand,THA,1992,281.16239972409716
Thailand,THA,1993,324.87137004763747
Thailand,THA,1994,362.58439008712173
Thailand,THA,1995,395.01673173203307
Thailand,THA,1996,435.47760431759673
Thailand,THA,1997,437.96676366981035
Thailand,THA,1998,400.76536588919345
Thailand,THA,1999,426.79764887509197
Thailand,THA,2000,404.5421023363302
Thailand,THA,2001,398.0997180013269
Thailand,THA,2002,443.21957757218627
Thailand,THA,2003,491.9804530252409
Thailand,THA,2004,532.4012911574014
Thailand,THA,2005,533.5122237780632
Thailand,THA,2006,513.8381404184144
Thailand,THA,2007,529.1241445862635
Thailand,THA,2008,516.2548414011761
Thailand,THA,2009,533.8382437420462
Thailand,THA,2010,555.3257585232551
Thailand,THA,2011,578.3388070377314
Thailand,THA,2012,608.1777418970324
Thailand,THA,2013,634.271019325454
Thailand,THA,2014,639.3523971396437
Thailand,THA,2015,666.309472233653
Thailand,THA,2016,685.6771080682589
Trinidad and Tobago,TTO,1965,22.11048505752095
Trinidad and Tobago,TTO,1966,22.265718508691457
Trinidad and Tobago,TTO,1967,23.226454495574522
Trinidad and Tobago,TTO,1968,23.670261281169772
Trinidad and Tobago,TTO,1969,24.810815124032047
Trinidad and Tobago,TTO,1970,25.448885590096868
Trinidad and Tobago,TTO,1971,26.295430000000003
Trinidad and Tobago,TTO,1972,43.40316000000001
Trinidad and Tobago,TTO,1973,43.62413000000001
Trinidad and Tobago,TTO,1974,43.031000000000006
Trinidad and Tobago,TTO,1975,32.81986
Trinidad and Tobago,TTO,1976,36.99503
Trinidad and Tobago,TTO,1977,36.064629999999994
Trinidad and Tobago,TTO,1978,32.249990000000004
Trinidad and Tobago,TTO,1979,24.690490000000004
Trinidad and Tobago,TTO,1980,19.422099999999997
Trinidad and Tobago,TTO,1981,19.23602
Trinidad and Tobago,TTO,1982,21.352680000000003
Trinidad and Tobago,TTO,1983,18.421920000000004
Trinidad and Tobago,TTO,1984,15.700499999999996
Trinidad and Tobago,TTO,1985,16.723940000000002
Trinidad and Tobago,TTO,1986,18.11954
Trinidad and Tobago,TTO,1987,11.874229999999999
Trinidad and Tobago,TTO,1988,10.699600000000002
Trinidad and Tobago,TTO,1989,9.606380000000001
Trinidad and Tobago,TTO,1990,14.71195
Trinidad and Tobago,TTO,1991,13.735030000000002
Trinidad and Tobago,TTO,1992,19.875669999999996
Trinidad and Tobago,TTO,1993,17.28218
Trinidad and Tobago,TTO,1994,13.00234
Trinidad and Tobago,TTO,1995,14.92129
Trinidad and Tobago,TTO,1996,17.363590000000002
Trinidad and Tobago,TTO,1997,9.86224
Trinidad and Tobago,TTO,1998,11.397400000000001
Trinidad and Tobago,TTO,1999,20.63162
Trinidad and Tobago,TTO,2000,20.243516959859786
Trinidad and Tobago,TTO,2001,18.73608874558713
Trinidad and Tobago,TTO,2002,21.38053028696915
Trinidad and Tobago,TTO,2003,20.319535645141055
Trinidad and Tobago,TTO,2004,22.334956268529073
Trinidad and Tobago,TTO,2005,19.57141821857005
Trinidad and Tobago,TTO,2006,21.392637657076662
Trinidad and Tobago,TTO,2007,24.495619316969453
Trinidad and Tobago,TTO,2008,26.091892891733448
Trinidad and Tobago,TTO,2009,24.955233167934217
Trinidad and Tobago,TTO,2010,25.916957851125076
Trinidad and Tobago,TTO,2011,24.297171570939472
Trinidad and Tobago,TTO,2012,23.41970676429797
Trinidad and Tobago,TTO,2013,26.250075331246467
Trinidad and Tobago,TTO,2014,23.970945601889664
Trinidad and Tobago,TTO,2015,26.10893332388766
Trinidad and Tobago,TTO,2016,25.052702033257972
Turkey,TUR,1965,41.44932
Turkey,TUR,1966,49.392610000000005
Turkey,TUR,1967,58.056960000000004
Turkey,TUR,1968,70.11727000000002
Turkey,TUR,1969,78.07219
Turkey,TUR,1970,82.53811
Turkey,TUR,1971,98.02927000000001
Turkey,TUR,1972,111.05487000000001
Turkey,TUR,1973,135.87329
Turkey,TUR,1974,131.82605
Turkey,TUR,1975,145.15403
Turkey,TUR,1976,164.04115000000002
Turkey,TUR,1977,185.35894
Turkey,TUR,1978,196.73308000000003
Turkey,TUR,1979,175.15943000000004
Turkey,TUR,1980,179.05548000000002
Turkey,TUR,1981,176.26427999999999
Turkey,TUR,1982,188.69674999999998
Turkey,TUR,1983,198.21009000000004
Turkey,TUR,1984,197.33784
Turkey,TUR,1985,206.83955
Turkey,TUR,1986,223.44718999999995
Turkey,TUR,1987,251.70808999999997
Turkey,TUR,1988,268.2343200000001
Turkey,TUR,1989,251.34756000000004
Turkey,TUR,1990,266.6642700000001
Turkey,TUR,1991,259.9305
Turkey,TUR,1992,274.68897000000004
Turkey,TUR,1993,314.97529000000003
Turkey,TUR,1994,300.58898000000005
Turkey,TUR,1995,337.11881000000005
Turkey,TUR,1996,352.2959600000001
Turkey,TUR,1997,346.91127
Turkey,TUR,1998,346.52748
Turkey,TUR,1999,344.28289000000007
Turkey,TUR,2000,359.98339000000004
Turkey,TUR,2001,335.4557200000001
Turkey,TUR,2002,358.95995
Turkey,TUR,2003,354.15676
Turkey,TUR,2004,361.73951999999997
Turkey,TUR,2005,357.27360000000004
Turkey,TUR,2006,372.84617
Turkey,TUR,2007,379.12637000000007
Turkey,TUR,2008,373.6951600000001
Turkey,TUR,2009,379.2543
Turkey,TUR,2010,369.75259000000005
Turkey,TUR,2011,361.75115000000005
Turkey,TUR,2012,367.55451999999997
Turkey,TUR,2013,389.02349999999996
Turkey,TUR,2014,399.19975000000005
Turkey,TUR,2015,452.3293058369938
Turkey,TUR,2016,478.83502666448663
Turkmenistan,TKM,1985,56.53581333337071
Turkmenistan,TKM,1986,41.14885220035263
Turkmenistan,TKM,1987,41.09676141016089
Turkmenistan,TKM,1988,41.0581436375741
Turkmenistan,TKM,1989,41.00588731213899
Turkmenistan,TKM,1990,53.57182142719559
Turkmenistan,TKM,1991,59.95959877004746
Turkmenistan,TKM,1992,58.243040000000015
Turkmenistan,TKM,1993,33.168760000000006
Turkmenistan,TKM,1994,33.2618
Turkmenistan,TKM,1995,30.610159999999997
Turkmenistan,TKM,1996,35.552910000000004
Turkmenistan,TKM,1997,34.73881
Turkmenistan,TKM,1998,44.55453000000001
Turkmenistan,TKM,1999,48.694810000000004
Turkmenistan,TKM,2000,46.53163000000001
Turkmenistan,TKM,2001,44.240520000000004
Turkmenistan,TKM,2002,50.543980000000005
Turkmenistan,TKM,2003,57.66154000000001
Turkmenistan,TKM,2004,57.475460000000005
Turkmenistan,TKM,2005,57.88251000000001
Turkmenistan,TKM,2006,56.39387000000001
Turkmenistan,TKM,2007,59.208330000000004
Turkmenistan,TKM,2008,60.75512
Turkmenistan,TKM,2009,58.405860000000004
Turkmenistan,TKM,2010,64.51161
Turkmenistan,TKM,2011,67.07021
Turkmenistan,TKM,2012,69.89630000000001
Turkmenistan,TKM,2013,71.86177000000002
Turkmenistan,TKM,2014,75.16469
Turkmenistan,TKM,2015,76.96822607233811
Turkmenistan,TKM,2016,77.7981621548381
USSR,OWID_USS,1965,1957.615307653848
USSR,OWID_USS,1966,2096.371559008526
USSR,OWID_USS,1967,2284.0605320367113
USSR,OWID_USS,1968,2434.5633832334197
USSR,OWID_USS,1969,2588.6203888699642
USSR,OWID_USS,1970,2850.330969969279
USSR,OWID_USS,1971,3022.546691008739
USSR,OWID_USS,1972,3278.405716544084
USSR,OWID_USS,1973,3524.6594607618263
USSR,OWID_USS,1974,3873.504010738184
USSR,OWID_USS,1975,4056.3491057741303
USSR,OWID_USS,1976,4168.771314446113
USSR,OWID_USS,1977,4327.895490429041
USSR,OWID_USS,1978,4591.403370687238
USSR,OWID_USS,1979,4674.010987573271
USSR,OWID_USS,1980,4901.666316735328
USSR,OWID_USS,1981,4946.237763977661
USSR,OWID_USS,1982,4911.78030173413
USSR,OWID_USS,1983,4841.500613866355
USSR,OWID_USS,1984,4843.513606315163
Ukraine,UKR,1985,748.1311214710131
Ukraine,UKR,1986,750.5196559017841
Ukraine,UKR,1987,780.1044087905052
Ukraine,UKR,1988,716.1663587010429
Ukraine,UKR,1989,684.2709767583191
Ukraine,UKR,1990,741.9562698232602
Ukraine,UKR,1991,675.9577920574113
Ukraine,UKR,1992,498.61131956639565
Ukraine,UKR,1993,290.27833888888904
Ukraine,UKR,1994,231.7921404878049
Ukraine,UKR,1995,221.15321189701896
Ukraine,UKR,1996,166.4990827371274
Ukraine,UKR,1997,161.6787156368564
Ukraine,UKR,1998,167.25487514905154
Ukraine,UKR,1999,148.8449948780488
Ukraine,UKR,2000,140.29688184281844
Ukraine,UKR,2001,156.4636534417344
Ukraine,UKR,2002,154.19659138211384
Ukraine,UKR,2003,158.69803173441738
Ukraine,UKR,2004,166.8856778048781
Ukraine,UKR,2005,158.95644466124665
Ukraine,UKR,2006,165.59162756097564
Ukraine,UKR,2007,167.93603700000003
Ukraine,UKR,2008,164.80989300000002
Ukraine,UKR,2009,157.08641
Ukraine,UKR,2010,146.61010600000003
Ukraine,UKR,2011,152.13784500000003
Ukraine,UKR,2012,145.75879000000003
Ukraine,UKR,2013,138.445846
Ukraine,UKR,2014,119.27094763826453
Ukraine,UKR,2015,106.73431485309784
Ukraine,UKR,2016,106.09132305697553
United Arab Emirates,ARE,1965,0.8195870979066726
United Arab Emirates,ARE,1966,0.8782489852812909
United Arab Emirates,ARE,1967,0.9482409931312691
United Arab Emirates,ARE,1968,1.06117908794883
United Arab Emirates,ARE,1969,1.1759140507341186
United Arab Emirates,ARE,1970,1.3566843868294811
United Arab Emirates,ARE,1971,1.5816800000000002
United Arab Emirates,ARE,1972,2.08177
United Arab Emirates,ARE,1973,3.2564000000000006
United Arab Emirates,ARE,1974,4.512440000000001
United Arab Emirates,ARE,1975,7.315270000000001
United Arab Emirates,ARE,1976,10.827530000000001
United Arab Emirates,ARE,1977,16.200590000000002
United Arab Emirates,ARE,1978,17.6776
United Arab Emirates,ARE,1979,24.16714
United Arab Emirates,ARE,1980,59.103660000000005
United Arab Emirates,ARE,1981,64.58139000000001
United Arab Emirates,ARE,1982,71.73384
United Arab Emirates,ARE,1983,71.98970000000001
United Arab Emirates,ARE,1984,82.63115
United Arab Emirates,ARE,1985,103.20462000000002
United Arab Emirates,ARE,1986,124.80153000000001
United Arab Emirates,ARE,1987,136.21056000000002
United Arab Emirates,ARE,1988,163.06423
United Arab Emirates,ARE,1989,171.03078
United Arab Emirates,ARE,1990,179.00896000000003
United Arab Emirates,ARE,1991,221.60965000000002
United Arab Emirates,ARE,1992,223.22622
United Arab Emirates,ARE,1993,230.98343000000003
United Arab Emirates,ARE,1994,242.56691
United Arab Emirates,ARE,1995,242.43898
United Arab Emirates,ARE,1996,234.51895000000002
United Arab Emirates,ARE,1997,238.57782
United Arab Emirates,ARE,1998,237.33341000000001
United Arab Emirates,ARE,1999,231.42537000000002
United Arab Emirates,ARE,2000,228.71558000000002
United Arab Emirates,ARE,2001,225.55222000000003
United Arab Emirates,ARE,2002,232.90238000000002
United Arab Emirates,ARE,2003,257.81384
United Arab Emirates,ARE,2004,278.99207
United Arab Emirates,ARE,2005,290.41272999999995
United Arab Emirates,ARE,2006,312.54462000000007
United Arab Emirates,ARE,2007,333.9205600000001
United Arab Emirates,ARE,2008,350.81895000000003
United Arab Emirates,ARE,2009,336.47916000000004
United Arab Emirates,ARE,2010,357.52946000000003
United Arab Emirates,ARE,2011,386.51142000000004
United Arab Emirates,ARE,2012,407.11871004
United Arab Emirates,ARE,2013,413.38063931
United Arab Emirates,ARE,2014,449.24082554
United Arab Emirates,ARE,2015,475.21798992395355
United Arab Emirates,ARE,2016,505.525009325483
United Kingdom,GBR,1965,872.02903
United Kingdom,GBR,1966,933.6098800000002
United Kingdom,GBR,1967,1001.93613
United Kingdom,GBR,1968,1059.28366
United Kingdom,GBR,1969,1138.7863399999999
United Kingdom,GBR,1970,1208.2755900000002
United Kingdom,GBR,1971,1215.4978200000003
United Kingdom,GBR,1972,1288.55748
United Kingdom,GBR,1973,1321.36571
United Kingdom,GBR,1974,1227.3139000000003
United Kingdom,GBR,1975,1072.23948
United Kingdom,GBR,1976,1064.80791
United Kingdom,GBR,1977,1072.8675000000003
United Kingdom,GBR,1978,1096.7438900000002
United Kingdom,GBR,1979,1101.55871
United Kingdom,GBR,1980,941.07634
United Kingdom,GBR,1981,869.15642
United Kingdom,GBR,1982,879.5303800000002
United Kingdom,GBR,1983,843.0470699999997
United Kingdom,GBR,1984,1043.02492
United Kingdom,GBR,1985,901.1505500000002
United Kingdom,GBR,1986,900.8249100000003
United Kingdom,GBR,1987,874.6923000000002
United Kingdom,GBR,1988,930.8535699999999
United Kingdom,GBR,1989,951.58986
United Kingdom,GBR,1990,965.2202199999999
United Kingdom,GBR,1991,961.1613500000003
United Kingdom,GBR,1992,973.6984899999999
United Kingdom,GBR,1993,978.7342800000001
United Kingdom,GBR,1994,967.6625200000002
United Kingdom,GBR,1995,956.40468
United Kingdom,GBR,1996,979.7926099999999
United Kingdom,GBR,1997,950.0779600000003
United Kingdom,GBR,1998,944.6351200000001
United Kingdom,GBR,1999,928.8863555000003
United Kingdom,GBR,2000,916.9684408295226
United Kingdom,GBR,2001,915.0978399405145
United Kingdom,GBR,2002,909.5015741044507
United Kingdom,GBR,2003,915.6507847307489
United Kingdom,GBR,2004,942.0972644796376
United Kingdom,GBR,2005,974.2867897553236
United Kingdom,GBR,2006,967.9332158930116
United Kingdom,GBR,2007,938.528824796982
United Kingdom,GBR,2008,924.9908920793678
United Kingdom,GBR,2009,881.8071247506741
United Kingdom,GBR,2010,871.3187300475894
United Kingdom,GBR,2011,856.1768165608356
United Kingdom,GBR,2012,830.3448855678259
United Kingdom,GBR,2013,817.57434764761
United Kingdom,GBR,2014,812.0730583335788
United Kingdom,GBR,2015,834.4873345053919
United Kingdom,GBR,2016,850.6264672051565
United States,USA,1965,6412.04186843603
United States,USA,1966,6732.075409194024
United States,USA,1967,6990.073670845148
United States,USA,1968,7475.553946813211
United States,USA,1969,7890.777033989944
United States,USA,1970,8207.1957981039
United States,USA,1971,8485.724274698925
United States,USA,1972,9174.552620221026
United States,USA,1973,9689.389201757627
United States,USA,1974,9300.955073776118
United States,USA,1975,9111.772823828804
United States,USA,1976,9783.943974421785
United States,USA,1977,10330.498571894384
United States,USA,1978,10112.576648404352
United States,USA,1979,9900.395953612988
United States,USA,1980,9166.156006275463
United States,USA,1981,8539.87127146879
United States,USA,1982,8072.016869062996
United States,USA,1983,8012.117504369409
United States,USA,1984,8292.500740548643
United States,USA,1985,8256.697668606059
United States,USA,1986,8605.090816284932
United States,USA,1987,8778.678221574339
United States,USA,1988,9148.409339518745
United States,USA,1989,9139.918289009474
United States,USA,1990,8971.382506094698
United States,USA,1991,8773.180637280517
United States,USA,1992,8968.213752964286
United States,USA,1993,9040.871689665735
United States,USA,1994,9280.316335812191
United States,USA,1995,9251.910294742647
United States,USA,1996,9578.95728120919
United States,USA,1997,9710.95825650513
United States,USA,1998,9892.085910597232
United States,USA,1999,10168.978332465
United States,USA,2000,10267.466357375817
United States,USA,2001,10267.042554325588
United States,USA,2002,10275.628809273327
United States,USA,2003,10460.005473268673
United States,USA,2004,10875.962166846011
United States,USA,2005,10913.536523776269
United States,USA,2006,10823.589933236995
United States,USA,2007,10801.595485363507
United States,USA,2008,10180.427669587314
United States,USA,2009,9689.677943910785
United States,USA,2010,9886.269686455915
United States,USA,2011,9710.035324803097
United States,USA,2012,9501.773565850906
United States,USA,2013,9677.272642719729
United States,USA,2014,9746.794942225119
United States,USA,2015,9960.565351757194
United States,USA,2016,10038.1146137021
Uzbekistan,UZB,1985,135.00700535874876
Uzbekistan,UZB,1986,138.43684068760433
Uzbekistan,UZB,1987,131.29100472341057
Uzbekistan,UZB,1988,161.92654860114104
Uzbekistan,UZB,1989,154.75208790354495
Uzbekistan,UZB,1990,117.46300000000001
Uzbekistan,UZB,1991,124.13862000000002
Uzbekistan,UZB,1992,100.89025000000001
Uzbekistan,UZB,1993,107.24023000000001
Uzbekistan,UZB,1994,92.05145000000002
Uzbekistan,UZB,1995,77.57210000000002
Uzbekistan,UZB,1996,76.81615
Uzbekistan,UZB,1997,81.50304
Uzbekistan,UZB,1998,80.17722000000002
Uzbekistan,UZB,1999,82.56137
Uzbekistan,UZB,2000,82.50321999999998
Uzbekistan,UZB,2001,79.10726000000001
Uzbekistan,UZB,2002,77.17668000000002
Uzbekistan,UZB,2003,84.48031999999999
Uzbekistan,UZB,2004,86.73653999999999
Uzbekistan,UZB,2005,59.72005
Uzbekistan,UZB,2006,59.73168
Uzbekistan,UZB,2007,54.17254
Uzbekistan,UZB,2008,53.021170000000005
Uzbekistan,UZB,2009,49.718250000000005
Uzbekistan,UZB,2010,42.12386
Uzbekistan,UZB,2011,39.68155999999999
Uzbekistan,UZB,2012,35.28542
Uzbekistan,UZB,2013,33.28506
Uzbekistan,UZB,2014,31.366110000000003
Uzbekistan,UZB,2015,31.72551029572604
Uzbekistan,UZB,2016,32.043586421508124
Venezuela,VEN,1965,111.13442017639628
Venezuela,VEN,1966,108.99530991647167
Venezuela,VEN,1967,110.9761688579377
Venezuela,VEN,1968,121.04446955564808
Venezuela,VEN,1969,119.46985761597763
Venezuela,VEN,1970,124.91242045869184
Venezuela,VEN,1971,125.74431553617072
Venezuela,VEN,1972,137.311182645519
Venezuela,VEN,1973,150.11388568755564
Venezuela,VEN,1974,149.94857369242652
Venezuela,VEN,1975,160.49650078939555
Venezuela,VEN,1976,158.01185061800268
Venezuela,VEN,1977,177.73941743153307
Venezuela,VEN,1978,184.86750021578635
Venezuela,VEN,1979,197.95228037896266
Venezuela,VEN,1980,241.33340676404654
Venezuela,VEN,1981,256.05827266767153
Venezuela,VEN,1982,252.3950483453407
Venezuela,VEN,1983,246.6250821581165
Venezuela,VEN,1984,231.40602789985405
Venezuela,VEN,1985,237.57038779076535
Venezuela,VEN,1986,248.0875399240169
Venezuela,VEN,1987,234.90908304675054
Venezuela,VEN,1988,242.9808555988014
Venezuela,VEN,1989,237.67970881532796
Venezuela,VEN,1990,239.9690196486409
Venezuela,VEN,1991,226.5061718055862
Venezuela,VEN,1992,272.67784580379066
Venezuela,VEN,1993,244.2448153132752
Venezuela,VEN,1994,275.08551049353963
Venezuela,VEN,1995,263.00359926515455
Venezuela,VEN,1996,211.11843959710185
Venezuela,VEN,1997,228.7096177486161
Venezuela,VEN,1998,257.14373708288394
Venezuela,VEN,1999,276.87345439753284
Venezuela,VEN,2000,277.9246476392441
Venezuela,VEN,2001,314.172809952733
Venezuela,VEN,2002,327.6149916751998
Venezuela,VEN,2003,279.9065815472586
Venezuela,VEN,2004,302.7785850171561
Venezuela,VEN,2005,328.79566513335874
Venezuela,VEN,2006,366.27029818966463
